experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,features
ablation_Basic_Phys_ECFP_36,0.0005,0.5,32,3,0.1,0.01,1,0,3,300,50,scaffold,88.3737,69.3121,,75.2356,,53,True,2025-11-23 06:49:07,0.8355,0.8475,0.8689,0.9680,0.7158,0.6413,0.5860,0.6861,0.7443,0.3404,0.7952,0.6905,0.7407,0.7377,0.6199,basic+ecfp+phys
ablation_Basic_11,0.001,0.3,128,7,0.1,0.01,1,0,5,300,50,scaffold,99.5026,83.7644,,86.9841,,65,True,2025-11-23 06:49:45,0.9956,0.9601,0.9624,0.9759,0.9429,0.8662,0.7730,0.8136,0.8145,0.7088,0.9111,0.7934,0.8336,0.8637,0.6884,basic
ablation_Phys_28,0.0005,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,96.6840,83.7215,,86.7399,,142,True,2025-11-23 06:50:27,0.9431,0.9138,0.9184,0.9285,0.8977,0.8098,0.7483,0.7973,0.8145,0.6456,0.8985,0.8065,0.8454,0.8832,0.6918,basic+phys
ablation_Basic_Phys_MACCS_13,0.001,0.5,128,3,0.1,0.01,1,0,3,300,50,scaffold,97.3886,83.0110,,83.7041,,68,True,2025-11-23 06:50:37,0.9761,0.9111,0.9147,0.9135,0.9084,0.8454,0.7428,0.7848,0.7715,0.6982,0.8748,0.7934,0.8283,0.8316,0.7363,basic+maccs+phys
ablation_Basic_MACCS_ECFP_61,0.0001,0.5,128,3,0.1,0.01,1,0,3,300,50,scaffold,99.2765,79.2141,,82.0069,,61,True,2025-11-23 06:50:55,0.9931,0.9601,0.9615,0.9541,0.9667,0.8035,0.6933,0.7380,0.7104,0.6667,0.8683,0.7529,0.7931,0.7904,0.6969,basic+ecfp+maccs
ablation_Basic_10,0.001,0.3,32,7,0.1,0.01,1,0,5,300,50,scaffold,99.5831,84.0073,,87.0726,,65,True,2025-11-23 06:51:01,0.9962,0.9635,0.9656,0.9808,0.9446,0.8708,0.7744,0.8190,0.8394,0.6737,0.9086,0.7982,0.8348,0.8511,0.7192,basic
ablation_Phys_30,0.0005,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,98.8434,83.2166,,87.0149,,75,True,2025-11-23 06:51:52,0.9884,0.9525,0.9544,0.9534,0.9515,0.8453,0.7634,0.8005,0.7805,0.7368,0.8967,0.7968,0.8316,0.8373,0.7363,basic+phys
ablation_Basic_Phys_ECFP_39,0.0005,0.5,128,3,0.1,0.01,1,0,5,300,50,scaffold,99.7909,78.3742,,82.3473,,55,True,2025-11-23 06:52:57,0.9968,0.9876,0.9882,0.9887,0.9864,0.8065,0.6809,0.7358,0.7308,0.6035,0.8670,0.7522,0.7878,0.7675,0.7295,basic+ecfp+phys
ablation_Basic_MACCS_ECFP_60,0.0001,0.5,32,3,0.1,0.01,1,0,3,300,50,scaffold,93.4304,78.3234,,80.4518,,55,True,2025-11-23 06:53:17,0.9151,0.8799,0.8904,0.9353,0.8193,0.7118,0.6424,0.7180,0.7489,0.4772,0.8459,0.7488,0.7996,0.8362,0.6182,basic+ecfp+maccs
ablation_MACCS_56,0.0001,0.3,32,7,0.1,0.01,1,0,3,300,50,scaffold,92.9997,84.0391,,84.9380,,68,True,2025-11-23 06:54:02,0.9321,0.8579,0.8654,0.8751,0.8390,0.8784,0.7565,0.8053,0.8281,0.6456,0.8872,0.7879,0.8314,0.8729,0.6610,basic+maccs
ablation_Basic_Phys_MACCS_12,0.001,0.5,32,3,0.1,0.01,1,0,3,300,50,scaffold,94.4743,84.0930,,84.1646,,68,True,2025-11-23 06:54:29,0.9281,0.8863,0.8935,0.9139,0.8563,0.7556,0.7153,0.7762,0.8122,0.5649,0.8776,0.7728,0.8156,0.8385,0.6747,basic+maccs+phys
ablation_Phys_31,0.0005,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,98.8628,82.9944,,87.3572,,78,True,2025-11-23 06:55:32,0.9903,0.9484,0.9503,0.9462,0.9507,0.8654,0.7524,0.7936,0.7828,0.7053,0.8987,0.8078,0.8450,0.8740,0.7089,basic+phys
ablation_Basic_Phys_ECFP_38,0.0005,0.5,32,3,0.1,0.01,1,0,5,300,50,scaffold,88.9739,73.2095,,76.7912,,51,True,2025-11-23 06:56:40,0.8548,0.8196,0.8451,0.9428,0.6850,0.6761,0.6327,0.7295,0.8145,0.3509,0.8292,0.7090,0.7523,0.7377,0.6661,basic+ecfp+phys
ablation_Basic_MACCS_ECFP_63,0.0001,0.5,128,3,0.1,0.01,1,0,5,300,50,scaffold,99.5509,81.4416,,84.3939,,63,True,2025-11-23 06:57:50,0.9959,0.9704,0.9714,0.9650,0.9762,0.8208,0.6836,0.7344,0.7195,0.6281,0.8832,0.7804,0.8137,0.8007,0.7500,basic+ecfp+maccs
ablation_MACCS_57,0.0001,0.3,128,7,0.1,0.01,1,0,3,300,50,scaffold,96.1373,83.8589,,84.0436,,177,True,2025-11-23 06:57:54,0.9649,0.8912,0.8922,0.8620,0.9232,0.8736,0.7703,0.8047,0.7783,0.7579,0.8437,0.7927,0.8322,0.8580,0.6952,basic+maccs
